469	엘브이엠씨홀딩스	1759	+0.06%	93753	-19.33	-4.45
470	환인제약	16170	-0.31%	294	12.57	7.36
471	TRUE KIS CD금리투자 ETN	50125	0.00%	0	N/A	N/A
472	한진	20100	-1.23%	757	6.31	3.64
473	아세아	138800	-0.22%	68	3.62	8.89
474	STX엔진	13020	-3.63%	107481	-13.49	-9.81
475	한국쉘석유	230000	0.00%	29	11.19	24.02
476	락앤락	5890	-0.51%	3037	-19.50	-2.38
477	광동제약	5640	-0.35%	3468	12.23	4.76
478	대한제당	3295	+5.61%	1817092	12.39	4.87
479	DL건설	13360	-0.89%	1432	5.62	5.67
480	신성통상	2050	-1.20%	15780	3.37	25.20
481	모토닉	8900	0.00%	445	13.67	5.06
482	세방	15120	-28.51%	8553187	3.30	11.12
483	경방	10630	-0.75%	114	66.02	0.59
484	남선알미늄	2245	-0.44%	78223	9.43	10.30
485	알루코	3215	-1.08%	162242	20.74	5.99
486	한국철강	6780	-1.31%	2220	3.68	10.55
487	KODEX 은행	6265	-1.03%	91012	N/A	N/A
488	KBSTAR Fn수소경제테마	10420	-0.19%	30052	N/A	N/A
489	BYC	455000	+1.45%	1	10.83	7.08
490	현대차증권	8920	+0.11%	1188	3.97	7.30
491	대한방직	53200	-0.37%	27	-53.90	-3.81
492	삼양패키징	17690	-0.45%	1249	22.77	N/A
493	한전산업	8500	-2.86%	24509	17.03	17.93
494	삼익THK	13140	-1.79%	9232	16.57	N/A
495	일진다이아	19400	-1.22%	3259	-41.10	-1.65
496	일진전기	7430	-0.54%	79764	11.38	7.25
497	그린케미칼	11470	+1.50%	47675	95.58	2.34
498	롯데하이마트	11600	+0.26%	1165	-0.52	-33.81
499	도화엔지니어링	8120	0.00%	11751	165.71	0.62
500	한국콜마홀딩스	14720	-2.19%	1309	-47.64	-0.98
501	대상홀딩스	7530	-0.53%	985	8.68	4.47
502	한솔제지	11420	+0.18%	7783	3.68	10.39
503	제일약품	18340	-0.81%	2860	-20.61	-8.03
504	경동인베스트	113600	+0.18%	6882	18.90	3.23
505	TIGER 중장기국채	49500	+0.26%	26	N/A	N/A
506	KODEX 코스피	25720	-0.25%	3433	N/A	N/A
507	코오롱글로벌	13990	-2.51%	16028	2.46	25.00
508	유니퀘스트	9680	-1.02%	9781	5.39	15.17
509	현대지에프홀딩스	4135	-0.36%	3864	7.23	3.06
510	케이씨	19450	-0.77%	749	2.65	14.47
511	대원강업	4230	-1.63%	42278	13.91	3.99
512	신세계 I&C	15220	-0.13%	5557	3.12	N/A
513	GS글로벌	3170	-3.06%	945651	3.73	19.28
514	광주신세계	32700	-0.30%	25	4.59	7.42
515	키다리스튜디오	6990	-2.78%	46604	-89.62	-1.14
516	백광산업	5750	-1.88%	77867	11.93	10.87
517	하나제약	14480	-0.69%	448	10.58	9.34
518	KBSTAR 단기종합채권(AA-이상)액티브	104005	0.00%	0	N/A	N/A
519	테이팩스	53900	-1.28%	2601	13.43	13.56
520	대동	10620	-1.21%	16042	6.80	11.11
521	코오롱모빌리티그룹	4045	+1.13%	32411	N/A	N/A
522	현대비앤지스틸	16840	0.00%	34711	9.82	5.10
523	SOL 종합채권(AA-이상)액티브	102275	0.00%	0	N/A	N/A
524	AK홀딩스	19140	+1.00%	163	-4.17	-10.60
525	사조대림	27650	-1.43%	2175	3.56	15.48
526	SNT홀딩스	15540	-0.70%	736	4.93	5.31
527	KBSTAR 미국S&P500	12000	-0.33%	2577	N/A	N/A
528	코오롱	20050	-0.99%	2824	2.00	15.38
529	만호제강	60600	+1.85%	3219	53.91	2.75
530	KBSTAR 미국나스닥100	12820	+0.08%	14317	N/A	N/A
531	종근당홀딩스	49800	-0.99%	102	232.71	0.20
532	KBSTAR KIS국고채30년Enhanced	72830	+0.73%	5598	N/A	N/A
533	동양	1040	-0.10%	39750	-57.78	-0.56
534	태경산업	8460	+2.67%	367947	10.74	8.42
535	아주스틸	9290	-0.32%	2173	182.16	0.56
536	현대차3우B	102100	+3.34%	20278	3.84	N/A
537	삼영무역	13260	-0.53%	119	4.55	12.23
538	스틱인베스트먼트	5800	-2.36%	105276	15.26	N/A
539	와이투솔루션	1458	+0.41%	103805	-104.14	-2.60
540	자이에스앤디	6220	-0.64%	4103	3.10	24.11
541	성신양회	9820	-1.21%	39912	-9.33	-6.56
542	유진투자증권	2485	-1.39%	10209	15.34	1.62
543	대한제분	142300	-1.45%	51	5.84	4.58
544	현대코퍼레이션	18150	-0.82%	4509	3.05	19.83
545	한국금융지주우	40950	-0.61%	346	3.96	N/A
546	NPC	6500	-1.52%	29783	9.70	8.44
547	HLB글로벌	5620	-1.92%	33300	-20.59	-13.45
548	TIGER 리츠부동산인프라	4520	-0.44%	9358	N/A	N/A
549	미원홀딩스	100900	-0.10%	25	11.60	9.54
550	동화약품	8340	-0.24%	3335	11.42	5.73
551	TIGER Fn반도체TOP10	7790	+0.97%	29703	N/A	N/A
552	대교	2730	-0.55%	5826	-2.12	-29.64
553	KPX케미칼	47750	-0.73%	86	8.08	4.97
554	대성에너지	8350	-3.02%	63993	-309.26	-0.24
555	일진홀딩스	4610	-1.07%	16788	12.36	4.34
556	금호건설	6150	-1.13%	6315	10.79	3.54
557	TIGER 차이나CSI300	9995	+0.15%	333	N/A	N/A
558	무림P&P	3625	-1.36%	6453	5.03	7.11
559	KBSTAR 코스피	25935	+0.02%	31	N/A	N/A
560	JW홀딩스	3100	-1.74%	2773	10.13	22.13
561	동성케미컬	4510	-1.74%	2308	6.40	9.69
562	에이블씨엔씨	8280	0.00%	1927	236.57	0.82
563	넥센	4180	+0.36%	447	13.66	1.57
564	교촌에프앤비	8920	-0.78%	1401	41.68	2.98
565	KPX홀딩스	52700	+0.19%	2	24.98	1.08
566	KBSTAR ESG사회책임투자	10325	-0.96%	6	N/A	N/A
567	대덕	6520	-0.46%	2614	11.88	3.21
568	삼성출판사	22000	-0.45%	1031	13.38	9.48
569	KODEX 골드선물(H)	13030	+0.27%	22891	N/A	N/A
570	SOL 200TR	11535	0.00%	0	N/A	N/A
571	AJ네트웍스	4640	-1.69%	7050	24.17	2.49
572	삼부토건	1088	-1.63%	151813	-2.69	-35.88
573	사조산업	42850	0.00%	73	3.07	14.51
574	KODEX 미국채울트라30년선물(H)	9110	+0.72%	101959	N/A	N/A
575	ACE 단기통안채	101330	+0.01%	703	N/A	N/A
576	에이프로젠바이오로직스	365	0.00%	55646	19.21	1.69
577	금호석유우	70500	-0.14%	253	2.27	N/A
578	하이트진로홀딩스	9140	-0.54%	863	7.19	5.62
579	흥국화재	3295	-1.05%	1316	1.46	20.91
580	디앤디플랫폼리츠	3275	-0.30%	1714	27.99	0.38
581	HDC랩스	8090	-0.49%	166	16.89	4.72
582	한신기계	6470	-7.44%	253585	-44.32	-5.30
583	LS전선아시아	6810	-1.16%	4109	-108.10	-1.27
584	NI스틸	7280	+1.11%	59348	4.27	29.57
585	한독	15110	-0.13%	1336	19.47	2.80
586	KODEX 국고채3년	57975	+0.16%	101	N/A	N/A
587	TIGER 차이나과창판STAR50(합성)	8360	0.00%	10454	N/A	N/A
588	이월드	1457	-0.48%	17973	36.42	2.32
589	부국증권	19890	+0.25%	307	6.28	6.25
590	KODEX K-메타버스액티브	8315	+0.30%	5813	N/A	N/A
591	S-Oil우	51200	-0.78%	95	2.84	N/A
592	디아이	7260	-1.22%	14825	15.58	9.97
593	태경비케이	7430	-0.80%	120000	8.74	14.24
594	TIGER KRX BBIG K-뉴딜	6900	-0.29%	4086	N/A	N/A
595	화승인더	3690	-1.07%	2734	246.00	0.24
596	KBSTAR 200TR	17445	-0.11%	309	N/A	N/A
597	퍼스텍	4210	-8.58%	1628448	113.78	3.59
598	두산우	50600	-0.59%	48	-1.56	N/A
599	삼성 인버스 2X WTI원유 선물 ETN	135	+3.85%	522023	N/A	N/A
600	LG우	65900	+1.23%	323	5.34	N/A
601	경농	10160	-0.68%	1242	7.39	12.08
602	삼성전기우	68000	-0.15%	81	5.38	N/A
603	신한서부티엔디리츠	3520	0.00%	489	36.29	2.02
604	예스코홀딩스	32750	-0.15%	16	-19.72	-2.05
605	다올투자증권	3225	-1.38%	3063700	3.60	9.38
606	CJ제일제당 우	146500	0.00%	256	4.03	N/A
607	선진	8160	-0.49%	2993	8.37	5.64
608	서연	8230	-0.60%	11928	2.93	13.14
609	대창단조	6750	-0.30%	41307	5.25	16.29
610	한솔테크닉스	5990	-0.33%	3823	13.08	5.04
611	경인양행	4600	-0.76%	15419	13.33	6.07
612	KSS해운	8260	-1.31%	2291	4.20	12.14
613	삼성제약	2825	-1.05%	12623	-7.55	-21.83
614	우진	9310	-4.12%	64160	19.98	6.38
615	TIGER 25-10 회사채(A+이상)액티브	50410	+0.14%	10	N/A	N/A
616	세종공업	6750	-1.89%	36928	108.87	0.43
617	태림포장	2650	-0.75%	8871	10.77	5.25
618	디아이씨	4820	-0.92%	85439	61.79	3.12
619	삼영전자	9370	+0.75%	4433	10.31	3.52
620	ARIRANG 고배당주	12145	-0.86%	15705	N/A	N/A
621	한세예스24홀딩스	4590	-0.76%	2781	8.61	4.80
622	JW생명과학	11540	-0.52%	547	12.21	11.01
623	ARIRANG 코스피TR	13145	-0.08%	5	N/A	N/A
624	아모레G3우(전환)	25750	-0.19%	133	39.74	N/A
625	ACE 베트남VN30(합성)	16900	-0.47%	4693	N/A	N/A
626	대성산업	4015	-2.78%	50087	-15.27	-2.12
627	KOSEF 인도Nifty50(합성)	18625	-0.03%	4313	N/A	N/A
628	진흥기업	1240	-0.08%	53456	3.67	25.05
629	LS네트웍스	2280	-0.65%	904	-76.00	-0.43
630	TIGER Fn메타버스	8280	+0.79%	10771	N/A	N/A
631	KBSTAR IT플러스	17155	+0.59%	2995	N/A	N/A
632	백산	7780	-0.64%	6303	4.16	27.95
633	코람코더원리츠	4405	-0.68%	2989	68.83	1.62
634	진양홀딩스	3165	-0.31%	5001	7.23	7.41
635	제일파마홀딩스	10980	-1.35%	1221	-2.35	-19.90
636	이지스밸류리츠	4755	+1.39%	1039	3.42	19.41
637	유수홀딩스	6680	-1.04%	296	5.99	8.97
638	TIGER 반도체	28395	+0.39%	2310	N/A	N/A
639	HANARO MSCI Korea TR	13770	0.00%	0	N/A	N/A
640	동아지질	12310	-1.12%	998	-7.55	-10.71
641	이구산업	5170	-6.85%	520384	30.23	4.58
642	유니온머티리얼	4110	-4.97%	1549154	-822.00	-0.26
643	DB금융투자	4035	-0.25%	2399	-2,017.50	-0.01
644	제이에스코퍼레이션	12720	-0.78%	1328	2.63	28.26
645	신세계푸드	43800	-0.57%	423	-31.51	-1.87
646	NH투자증권우	8980	-0.11%	664	10.18	N/A
647	신라교역	10580	-0.09%	2022	11.93	2.55
648	한국패러랠	2115	0.00%	0	N/A	N/A
649	해태제과식품	5800	-1.19%	702	-72.50	-0.91
650	ACE 중국본토CSI300	26885	0.00%	26	N/A	N/A
651	KODEX 미국나스닥100레버리지(합성 H)	5235	-0.66%	141240	N/A	N/A
652	KOSEF 단기자금	102590	0.00%	1100	N/A	N/A
653	KODEX ESG종합채권(A-이상)액티브	103665	0.00%	0	N/A	N/A
654	동아타이어	12130	-0.41%	1066	6.94	6.41
655	샘표	57600	0.00%	6839	15.87	5.35
656	신한 블룸버그 -2X 천연가스 선물 ETN(H)	66200	+3.82%	921	N/A	N/A
657	KB 블룸버그 인버스2X 천연가스선물 ETN(H)	66095	+3.51%	21	N/A	N/A
658	TIGER 23-12 국공채액티브	204025	0.00%	0	N/A	N/A
659	미래에셋 S&P -2X 천연가스 선물 ETN(H)	65450	+3.72%	382	N/A	N/A
660	삼성 인버스 2X 코스닥150 선물 ETN	10905	+0.28%	844336	N/A	N/A
661	TIGER 헬스케어	26855	-0.41%	3782	N/A	N/A
662	삼화페인트	5990	-1.64%	10978	29.08	1.89
663	강남제비스코	25050	+0.40%	4549	26.31	1.04
664	KODEX 장기종합채권(AA-이상)액티브KAP	89635	+0.18%	80	N/A	N/A
665	한국주철관	7120	-0.70%	418	13.51	3.53
666	STX중공업	5670	-3.08%	128815	11.36	8.17
667	덕양산업	4970	-7.62%	5114468	10.25	22.57
668	휴비스	4675	-1.79%	6343	-2.00	-19.00
669	ACE 23-12 회사채(AA-이상)액티브	103415	0.00%	191	N/A	N/A
670	노루페인트	8050	0.00%	8152	14.27	3.31
671	TIGER 여행레저	3870	-0.51%	10866	N/A	N/A
672	현대리바트	7810	-1.26%	4861	-3.16	-10.95
673	동부건설	6980	-1.27%	11800	4.02	7.01
674	HANARO 200TR	40265	-0.22%	2	N/A	N/A
675	아남전자	2060	0.00%	55285	11.44	15.76
676	무학	5570	-1.42%	2033	-12.03	-2.70
677	금호에이치티	809	+0.87%	31669	-7.10	-6.78
678	KODEX TRF3070	11330	-0.09%	1200	N/A	N/A
679	태경케미컬	13590	-1.24%	10679	17.79	6.16
680	현대약품	4910	-1.80%	23635	491.00	-0.19
681	대한화섬	117400	-0.51%	28	4.66	4.59
682	삼성물산우B	95700	+0.31%	73	8.83	N/A
683	아시아나IDT	14010	-0.43%	1499	18.10	5.45
684	디씨엠	13610	-0.66%	655	4.16	15.03
685	TIGER 글로벌4차산업혁신기술(합성 H)	14760	-0.81%	21254	N/A	N/A
686	SNT에너지	20600	-2.37%	9394	10.24	6.04
687	경보제약	6460	-1.52%	7547	248.46	0.42
688	KODEX 23-12 국고채액티브	10205	0.00%	0	N/A	N/A
689	KBSTAR iSelect메타버스	7185	+0.56%	2611	N/A	N/A
690	HDC현대EP	4780	-0.31%	2661	13.24	3.79
691	동성제약	5810	-0.85%	3852	-71.73	-4.75
692	컨버즈	4100	0.00%	0	-13.18	-81.16
693	계룡건설	16860	-0.71%	562	2.49	8.36
694	삼양통상	50100	-0.20%	49	9.95	3.67
695	KTcs	3500	-1.69%	95858	8.75	9.52
696	TIGER 글로벌메타버스액티브	6520	-1.36%	25753	N/A	N/A
697	인스코비	1325	-1.78%	25694	-20.08	-11.23
698	신일전자	2090	-0.48%	170640	139.33	1.27
699	금강공업	5060	-1.36%	4892	2.97	15.03
700	센트랄모텍	17220	-0.81%	12216	131.45	1.12
701	사조동아원	1047	+0.96%	143902	149.57	0.47
702	효성ITX	12760	-0.47%	718	10.62	17.65
703	대영포장	1360	-1.16%	16150	11.43	7.69
704	신원	1435	-0.35%	25632	7.76	8.10
705	일동홀딩스	12680	-2.46%	3607	-1.43	-314.25
706	황금에스티	8590	-1.26%	15756	3.61	12.83
707	유니온	9300	-5.10%	1471618	-14.35	-8.03
708	한컴라이프케어	5230	-1.13%	8559	15.71	7.54
709	SK이노베이션우	115800	0.00%	304	6.92	N/A
710	디와이	5490	-0.72%	11168	-33.48	-1.26
711	세아특수강	16850	-2.15%	3782	7.92	5.47
712	KODEX 배당가치	12185	0.00%	49	N/A	N/A
713	미원화학	64900	+1.56%	3	8.78	12.87
714	동남합성	40600	+1.63%	37	13.80	22.06
715	KODEX 차이나항셍테크	5570	-1.07%	24875	N/A	N/A
716	용평리조트	2950	-0.34%	6934	-11.71	-3.17
717	TIGER 코스피	26020	+0.02%	184	N/A	N/A
718	신한 인버스0.5X S&P500 VIX S/T선물 ETN	23500	0.00%	0	N/A	N/A
719	NH올원리츠	3335	-0.60%	1954	36.65	1.94
720	한국내화	3420	-7.82%	425381	171.00	0.34
721	태영건설	3605	-0.69%	8905	2.31	8.54
722	TIGER 투자등급회사채액티브	103945	+0.04%	1	N/A	N/A
723	벽산	2040	-0.97%	18201	14.07	4.22
724	종근당바이오	25450	-1.74%	451	-8.36	-10.80
725	삼원강재	3480	+2.96%	103599	10.71	5.79
726	성창기업지주	1990	+0.15%	10248	-10.53	-2.33
727	인지컨트롤스	8730	-1.36%	5999	9.63	7.27
728	KODEX 삼성그룹밸류	9000	+0.22%	25	N/A	N/A
729	수산중공업	2545	-0.97%	21449	8.72	12.09
730	TIGER 현대차그룹+펀더멘털	24955	+1.40%	11227	N/A	N/A
731	대창	1496	-1.25%	141726	36.49	1.51
732	삼영	3990	-3.62%	65779	50.51	5.37
733	TIGER 미국MSCI리츠(합성 H)	11905	-0.17%	634	N/A	N/A
734	신흥	14220	-0.28%	155	15.96	8.13
735	삼성 레버리지 천연가스 선물 ETN B	1585	-3.94%	539484	N/A	N/A
736	ARIRANG 국고채30년액티브	98940	+0.48%	21	N/A	N/A
737	샘표식품	29250	-0.51%	3285	10.20	5.92
738	한국석유	10500	-1.13%	14384	11.97	6.98
739	SOL 미국배당다우존스	9540	-0.68%	18357	N/A	N/A
740	TIGER 종합채권(AA-이상)액티브	50580	+0.15%	18	N/A	N/A
741	팜스코	3580	-0.28%	6049	-4.01	-11.68
742	TIGER 중국소비테마	6880	-0.22%	2032	N/A	N/A
743	유화증권	2305	-0.22%	70	40.44	0.85
744	대양금속	3895	-2.75%	29619	20.08	N/A
745	한솔홀딩스	3085	-0.64%	1797	2.70	8.83
746	경동도시가스	21900	-0.45%	1137	5.34	6.28
747	유니켐	1604	+1.65%	204531	50.12	2.04
748	TRUE 코스피 양매도 5% OTM ETN	8595	0.00%	0	N/A	N/A
749	노루홀딩스	9700	-1.82%	3992	5.25	6.56
750	동양철관	1075	-0.65%	39569	32.58	4.62
751	한국수출포장	3175	-0.63%	13142	6.25	7.47
752	디와이파워	11500	-1.12%	2946	7.11	7.66
753	극동유화	3605	-1.23%	14085	6.29	10.63
754	TIGER 200선물인버스2X	2915	0.00%	844893	N/A	N/A
755	조선선재	99400	-1.00%	565	11.88	8.02
756	한국공항	39450	-1.25%	332	21.63	1.84
757	광전자	2150	-1.60%	2393	9.00	6.33
758	미래에셋 코스피 양매도 5% OTM ETN	8290	0.00%	0	N/A	N/A
759	TRUE 블룸버그 인버스 2X 천연가스선물 ETN	61985	+4.86%	142	N/A	N/A
760	KCTC	4130	-0.24%	2117	4.71	11.14
761	KBSTAR 코스닥150	12490	-0.24%	625	N/A	N/A
762	웅진	1525	-1.42%	83449	14.81	11.86
763	조흥	203000	0.00%	4	10.94	N/A
764	한국특강	2010	-0.25%	3055	2.93	23.44
765	KTOP K200액티브	10135	-0.10%	219	N/A	N/A
766	대신증권2우B	12130	-0.16%	518	9.08	N/A
767	ACE 24-12 회사채(AA-이상)액티브	105515	-0.01%	2	N/A	N/A
768	TIGER 24-04 회사채(A+이상)액티브	50285	0.00%	0	N/A	N/A
769	광명전기	2780	-3.14%	266636	22.42	4.91
770	두산퓨얼셀1우	9000	-0.11%	826	191.49	N/A
771	미래에셋 인버스 2X 코스닥150 선물 ETN	10920	+0.37%	1214603	N/A	N/A
772	키움 INDXX 미국테크탑10 ETN	11965	0.00%	0	N/A	N/A
773	삼화전기	18050	+3.62%	143286	11.20	16.03
774	미래산업	26000	-0.38%	10596	14.43	9.02
775	CJ씨푸드	3240	+0.47%	26339	15.80	10.39
776	CJ우	51400	+0.19%	217	9.07	N/A
777	미창석유	66600	+0.30%	16	4.95	7.51
778	큐로	501	-2.53%	633167	10.22	10.85
779	일성건설	2140	-1.83%	33831	15.97	6.30
780	TIGER 미국채10년선물	12095	+0.96%	9403	N/A	N/A
781	한진중공업홀딩스	3890	-1.52%	1241	7.81	4.44
782	삼일제약	7610	+0.40%	10861	-3,805.00	-0.03
783	금비	113900	-0.44%	496	-8.30	-13.84
784	KODEX 차이나CSI300	12400	-0.32%	472	N/A	N/A
785	KODEX 국채선물10년	65210	+0.38%	69	N/A	N/A
786	인천도시가스	25700	-0.58%	116	9.23	6.23
787	KTis	3230	-2.12%	37062	7.07	8.19
788	한국화장품	6980	-1.13%	4005	188.65	2.68
789	한양증권	8800	-0.56%	1204	4.85	5.39
790	다이나믹디자인	6550	-3.68%	244908	-0.68	-143.17
791	KODEX 미국나스닥100선물(H)	15845	-0.38%	90902	N/A	N/A
792	제일연마	11150	-1.24%	3573	50.91	2.37
793	성안	1810	-1.09%	226394	-35.49	-9.33
794	세이브존I&C	2685	-0.56%	7232	11.99	1.99
795	KC코트렐	3170	-7.17%	834055	-3.11	-41.86
796	KBSTAR 2차전지액티브	12435	-0.04%	39695	N/A	N/A
797	대유플러스	906	-2.58%	53618	-2.88	-46.38
798	TRUE 인버스 2X 코스닥 150 선물 ETN	10930	+0.32%	865414	N/A	N/A
799	한국화장품제조	24100	-2.23%	2564	27.08	8.94
800	삼익악기	1203	-0.82%	5337	7.20	5.85
801	KBSTAR 25-11 회사채(AA-이상)액티브	52995	+0.08%	234	N/A	N/A
802	TIGER 미디어컨텐츠	7150	+0.70%	16267	N/A	N/A
803	신한 S&P500 VIX S/T 선물 ETN D	17860	+5.43%	56651	N/A	N/A
804	KODEX 미국달러선물	12130	+0.41%	5543	N/A	N/A
805	이지스레지던스리츠	3770	-0.26%	3192	1.70	N/A
806	화승코퍼레이션	2135	-3.39%	35904	38.12	1.68
807	TIGER 코스닥150	12960	+0.08%	3411	N/A	N/A
808	TRUE 레버리지 나스닥 100 ETN	21120	-0.52%	34	N/A	N/A
809	지투알	6350	-1.24%	1284	6.02	10.34
810	플레이그램	827	-1.31%	9392	59.07	2.05
811	대구백화점	9680	0.00%	0	-5.63	-7.66
812	무림페이퍼	2515	-0.98%	22392	6.89	3.75
813	동방	2175	-1.36%	17796	127.94	0.63
814	가온전선	16360	-1.33%	2396	8.25	3.66
815	히어로즈 단기채권ESG액티브	102240	0.00%	0	N/A	N/A
816	KODEX 바이오	7755	-1.52%	42421	N/A	N/A
817	미래에셋글로벌리츠	3535	-0.28%	2616	26.38	N/A
818	TRUE 레버리지 S&P500 선물 ETN(H)	20475	-1.73%	203	N/A	N/A
819	KODEX 인도Nifty50	10225	+0.49%	2281	N/A	N/A
820	깨끗한나라	2745	-1.61%	8460	-35.65	-1.24
821	에이플러스에셋	4515	-1.20%	2633	2.03	41.26
822	엔에이치스팩19호	1990	0.00%	0	165.83	0.62
823	KBSTAR 코스닥150선물레버리지	10510	-1.55%	1427	N/A	N/A
824	크라운제과	8140	-0.12%	1603	4.00	15.34
825	유니드비티플러스	9600	-0.52%	2498	17.45	N/A
826	두올	3075	-0.81%	3055	13.98	3.78
827	SG세계물산	502	-1.18%	32742	55.78	0.73
828	모나리자	2770	-0.89%	5481	43.28	3.06
829	한화솔루션우	39300	-2.00%	6273	21.08	N/A
830	유유제약	5870	-0.51%	3956	-19.44	-4.97
831	보락	1681	+1.63%	54424	32.96	6.54
832	신영와코루	11170	-1.59%	74	4.28	6.86
833	ACE 국고채10년	88775	+0.41%	205	N/A	N/A
834	QV KIS CD금리투자 ETN	50130	0.00%	0	N/A	N/A
835	메리츠 KIS CD금리투자 ETN	50125	0.00%	0	N/A	N/A
836	휴니드	7080	-3.01%	82919	10.79	6.67
837	현대코퍼레이션홀딩스	10980	-0.99%	375	2.97	15.95
838	팜젠사이언스	6300	-0.32%	2996	1.40	41.94
839	인팩	9950	+1.02%	10312	7.54	12.28
840	토니모리	4125	-2.37%	4000	-1,375.00	-0.09
841	한국무브넥스	3240	+0.62%	305451	2.96	12.16
842	대원화성	2390	-4.59%	162606	-10.21	-14.44
843	고려산업	3940	+1.29%	230823	140.71	0.65
844	에이엔피	2420	-0.41%	37064	-2.23	N/A
845	화성산업	9650	-2.03%	6577	4.50	6.28
846	기신정기	3335	-0.74%	1493	14.01	3.44
847	HANARO 200 TOP10	8345	+1.21%	79	N/A	N/A
848	KODEX 미국S&P500선물(H)	19385	-0.95%	700	N/A	N/A
849	대현	2170	-0.91%	7090	3.78	10.97
850	웰바이오텍	1432	-3.24%	46339	-14.61	-17.91
851	KODEX 국고채30년액티브	102360	+0.58%	194	N/A	N/A
852	일신석재	1211	-1.06%	24292	40.37	4.37
853	콤텍시스템	774	-0.90%	84725	3.85	16.63
854	새론오토모티브	4865	+1.35%	908	-15.69	-2.54
855	HL D&I	2460	-1.60%	1183	4.62	5.95
856	삼성공조	11460	-0.09%	1140	2.28	17.22
857	지엠비코리아	4855	-1.22%	4475	7.82	4.75
858	조광페인트	7200	-1.23%	3302	-12.72	-4.21
859	사조씨푸드	5270	-1.13%	11224	10.93	3.54
860	크라운해태홀딩스	6080	-0.98%	2182	11.24	2.89
861	국제약품	4245	-1.74%	20452	25.27	4.99
862	남광토건	9100	-0.87%	2200	4.63	19.85
863	케이비아이동국실업	887	-1.11%	55566	19.28	2.43
864	KC그린홀딩스	3930	-1.26%	50012	-29.11	-1.86
865	텔코웨어	9050	-0.22%	367	22.68	3.50
866	삼호개발	3500	0.00%	10509	14.77	2.70
867	신한 레버리지 은 선물 ETN(H)	8735	-0.91%	176	N/A	N/A
868	마스턴프리미어리츠	3285	+0.46%	638	7.82	N/A
869	한신공영	7530	-1.44%	1880	1.92	6.49
870	아모레G우	13510	+1.43%	46	20.85	N/A
871	SH에너지화학	783	-0.51%	47505	46.06	1.99
872	TIGER 미국다우존스30	22295	-0.11%	3108	N/A	N/A
873	TIGER KRX바이오K-뉴딜	5900	-0.17%	41114	N/A	N/A
874	동방아그로	6320	0.00%	5134	12.69	4.57
875	진양산업	6590	+2.49%	29616	13.96	12.43
876	신송홀딩스	7240	-0.82%	79845	57.01	1.58
877	명문제약	2510	-1.38%	5801	10.82	9.27
878	대동전자	8080	-0.37%	1729	17.34	5.13
879	KBSTAR Fn5G테크	7920	0.00%	361	N/A	N/A
880	KH 필룩스	442	0.00%	0	-0.72	-21.61
881	마니커	1327	-1.04%	68227	82.94	2.04
882	KODEX 은선물(H)	4925	-0.20%	62112	N/A	N/A
883	한솔홈데코	1044	-0.57%	24251	-17.40	-3.11
884	동일고무벨트	6020	-1.63%	1163	10.73	3.74
885	대원전선	1157	-2.03%	98576	64.28	1.51
886	SK우	146500	-0.48%	94	9.96	N/A
887	DRB동일	4160	-0.12%	732	54.03	0.42
888	TIGER 국고채30년스트립액티브	49175	+0.86%	8149	N/A	N/A
889	보해양조	595	-0.83%	60586	-29.75	-3.39
890	다스코	4260	-1.27%	8713	50.12	1.16
891	화천기공	37550	-1.18%	38	2.20	11.47
892	한일철강	3075	-2.38%	18399	-54.91	-0.87
893	상상인증권	755	+0.27%	1700	21.57	1.76
894	솔루스첨단소재1우	9670	-0.41%	501	-37.34	N/A
895	대호에이엘	1460	-1.15%	43026	12.81	8.19
896	조비	15670	-1.26%	2974	9.42	15.06
897	이건산업	7420	-0.67%	3378	15.17	2.74
898	TIGER 200선물레버리지	11925	0.00%	65038	N/A	N/A
899	KODEX 미국메타버스나스닥액티브	6780	-1.60%	8313	N/A	N/A
900	한창제지	1352	-1.17%	5885	64.38	1.15
901	DSR	5040	-1.56%	966	3.36	12.80
902	혜인	6330	-2.91%	62644	-38.83	-1.89
903	KBSTAR 단기국공채액티브	105125	+0.01%	883	N/A	N/A
904	코스맥스비티아이	8370	-1.53%	491	-12.31	-2.14
905	하이스틸	3955	-1.13%	18486	6.89	8.03
906	NH프라임리츠	4265	0.00%	1	10.82	7.59
907	한솔로지스틱스	2895	-0.52%	5654	3.28	26.80
908	KBSTAR 비메모리반도체액티브	8655	+0.29%	8012	N/A	N/A
909	천일고속	54500	+0.55%	104	-12.97	-19.21
910	ACE G2전기차&자율주행액티브	8265	-0.42%	1075	N/A	N/A
911	에쓰씨엔지니어링	2485	-3.87%	319878	14.20	15.08
912	평화산업	1414	-1.26%	567179	12.74	18.05
913	신한 레버리지 코스닥 150 선물 ETN	30925	+0.24%	8	N/A	N/A
914	서울식품	206	-0.48%	128434	103.00	2.49
915	써니전자	2215	-0.67%	56225	15.28	7.12
916	삼화왕관	35800	-0.28%	134	-4.48	-13.08
917	화승알앤에이	4020	-0.86%	7258	6.02	15.85
918	시디즈	37850	-1.17%	1685	29.76	N/A
919	유성기업	2915	0.00%	11816	3.98	6.72
920	태양금속	2055	-1.67%	90380	-128.44	-0.62
921	티에이치엔	4185	+2.20%	137662	-15.85	-5.48
922	부산산업	71200	-1.39%	277	29.05	4.56
